scenario_name,fy,series_id,anchor_fy,corrected_anchor_level,growth_index,index_basis,extrapolated_level,raw_path_own_level,raw_path_own_level_note,republished_raw_level,construction
current_basecase,2031,ped_vkt_per_capita,2030,6114.208933600386,0.9998672744904911,raw AR(1) long-horizon VKTpc path,6113.39742210443,6113.39742210443,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2031,light_petrol_vkt,2030,33786.86651454969,1.00758734660245,raw VKTpc x scenario population,34043.2191814063,,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2031,heavy_ruc_net_km,2030,4205.391266929527,1.0089615173706017,raw Heavy RUC long-horizon path,4243.077953818292,4243077953.8182926,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2031,light_ruc_total_pool,2030,19291.158087465952,1.0438118332365818,vendored VFM Base absolute total pool,20136.339088534547,,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2032,ped_vkt_per_capita,2030,6114.208933600386,0.9985479260294544,raw AR(1) long-horizon VKTpc path,6105.330649957428,6105.330649957428,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2032,light_petrol_vkt,2030,33786.86651454969,1.012889892179691,raw VKTpc x scenario population,34222.375581011845,,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2032,heavy_ruc_net_km,2030,4205.391266929527,1.0163992018413768,raw Heavy RUC long-horizon path,4274.356327137867,4274356327.137868,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2032,light_ruc_total_pool,2030,19291.158087465952,1.0900879233472307,vendored VFM Base absolute total pool,21029.058458528896,,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2033,ped_vkt_per_capita,2030,6114.208933600386,0.9958502593614776,raw AR(1) long-horizon VKTpc path,6088.836552316208,6088.836552316208,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2033,light_petrol_vkt,2030,33786.86651454969,1.0167196128600524,raw VKTpc x scenario population,34351.76984242723,,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2033,heavy_ruc_net_km,2030,4205.391266929527,1.022849735812431,raw Heavy RUC long-horizon path,4301.483346366772,4301483346.366772,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2033,light_ruc_total_pool,2030,19291.158087465952,1.1401001948128986,vendored VFM Base absolute total pool,21993.853093686357,,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
current_basecase,2034,ped_vkt_per_capita,2030,6114.208933600386,0.9932516336747412,raw AR(1) long-horizon VKTpc path,6072.948011927281,6072.948011927281,"raw audit native units (km for the RUC streams, so a 1e6 offset from the million-km extrapolated level); shown to prove the raw LEVEL was not republished",False,corrected_anchor x growth_index
